1	7.170000	0.000000	7.180000
2	13.810000	0.000000	13.820000
3	17.970000	0.000000	17.970000
4	25.130000	0.000000	25.140000
5	32.090000	0.000000	32.100000
6	38.970000	0.000000	39.000000
7	42.640000	0.000000	42.660000
8	42.810000	0.000000	42.830000
9	43.810000	0.000000	43.820000
10	43.540000	0.000000	43.560000
11	42.970000	0.000000	43.020000
12	44.030000	0.000000	44.040000
13	43.270000	0.000000	43.290000
14	43.330000	0.000000	43.380000
15	44.170000	0.000000	44.180000
16	45.650000	0.000000	45.670000
