1	7.290000	0.000000	7.290000
2	14.300000	0.000000	14.300000
3	18.570000	0.000000	18.570000
4	26.180000	0.000000	26.190000
5	33.470000	0.000000	33.480000
6	40.780000	0.000000	40.790000
7	45.240000	0.000000	45.260000
8	45.450000	0.000000	45.480000
9	46.220000	0.000000	46.230000
10	46.340000	0.000000	46.350000
11	44.560000	0.000000	44.600000
12	43.210000	0.000000	43.220000
13	42.370000	0.000000	42.380000
14	45.270000	0.000000	45.280000
15	46.240000	0.000000	46.260000
16	47.860000	0.000000	47.870000
