1	6.030000	0.000000	6.030000
2	10.840000	0.000000	10.880000
3	14.030000	0.000000	14.050000
4	18.590000	0.000000	18.680000
5	22.450000	0.000000	22.470000
6	25.130000	0.000000	25.140000
7	27.470000	0.000000	27.490000
8	29.020000	0.000000	29.030000
9	28.980000	0.000000	29.180000
10	29.710000	0.000000	29.720000
11	29.270000	0.000000	29.290000
12	29.440000	0.000000	29.470000
13	30.540000	0.000000	30.570000
14	30.820000	0.000000	30.840000
15	31.830000	0.000000	31.840000
16	32.570000	0.000000	32.590000
