1	7.380000	0.000000	7.380000
2	14.410000	0.000000	14.410000
3	18.610000	0.000000	18.620000
4	26.130000	0.000000	26.140000
5	33.410000	0.000000	33.430000
6	40.730000	0.000000	40.740000
7	44.810000	0.000000	44.830000
8	44.610000	0.000000	44.630000
9	45.110000	0.000000	45.330000
10	44.320000	0.000000	44.340000
11	45.950000	0.000000	45.980000
12	44.440000	0.000000	44.470000
13	41.950000	0.000000	41.960000
14	44.320000	0.000000	44.320000
15	45.110000	0.000000	45.120000
16	46.550000	0.000000	46.560000
