1	6.740000	0.000000	6.740000
2	12.720000	0.000000	12.720000
3	16.530000	0.000000	16.540000
4	23.290000	0.000000	23.300000
5	29.160000	0.000000	29.220000
6	35.210000	0.000000	35.280000
7	37.950000	0.000000	37.970000
8	38.860000	0.000000	38.890000
9	38.870000	0.000000	39.180000
10	39.950000	0.000000	39.970000
11	40.540000	0.000000	40.580000
12	40.740000	0.000000	40.760000
13	40.500000	0.000000	40.590000
14	40.500000	0.000000	40.520000
15	41.370000	0.000000	41.390000
16	42.690000	0.000000	42.700000
